sample_index,count,is_noisy
711,1,False
715,3,False
729,4,False
731,1,False
733,5,False
742,1,False
745,2,False
750,8,False
751,1,False
764,1,False
765,1,False
775,1,False
777,1,False
779,3,False
780,3,False
784,1,False
786,1,False
787,1,False
795,2,False
796,2,False
797,4,False
801,4,False
809,2,False
810,1,False
814,1,False
815,2,False
824,1,False
829,2,False
833,3,False
834,1,False
835,2,False
838,1,False
840,1,False
841,1,False
843,1,False
844,1,False
853,2,False
862,2,False
881,2,False
882,1,False
883,2,False
884,1,False
885,2,False
886,2,False
890,2,False
893,6,False
895,1,False
906,2,False
909,1,False
913,1,False
914,2,False
916,2,False
924,1,False
925,1,False
934,6,False
940,3,False
943,1,False
944,2,False
946,1,False
948,2,False
949,1,False
952,3,False
957,1,False
961,1,False
965,2,False
972,1,False
974,2,False
975,1,False
976,2,False
984,1,False
994,1,False
996,1,False
1001,2,False
1016,1,False
1018,1,False
1021,1,False
1022,1,False
1023,2,False
1026,2,False
1029,1,False
1035,1,False
1041,1,False
1043,2,False
1049,1,False
1051,2,False
1053,1,False
1054,1,False
1058,1,False
1063,1,False
1068,1,False
1078,2,False
1079,1,False
1081,1,False
1082,1,False
1086,1,False
1091,2,False
1092,1,False
1095,2,False
1098,2,False
1102,1,False
1117,2,False
1119,1,False
1122,1,False
1123,1,False
1124,2,False
1129,1,False
1131,2,False
1136,2,False
1147,2,False
1148,1,False
1151,1,False
1152,3,False
1157,4,True
1162,2,False
1163,1,False
1168,1,False
1171,4,False
1172,1,False
1180,1,False
1181,7,False
1191,1,False
1192,1,False
1193,1,False
1209,3,False
1212,2,False
1223,1,False
1226,1,False
1233,2,False
1237,1,False
1239,1,False
1241,1,False
1245,1,False
1254,1,False
1255,5,False
1271,4,False
1273,2,False
1275,2,False
1276,2,False
1279,1,False
1281,1,False
1285,3,False
1288,1,False
1293,2,False
1297,4,False
1303,1,False
1304,1,False
1305,1,False
1310,1,False
1313,2,False
1319,1,False
1324,1,False
1325,2,False
1330,3,False
1332,2,False
1334,1,False
1336,2,False
1340,1,False
1343,1,False
1344,1,False
1346,4,False
1349,3,False
1350,2,False
1351,1,False
1352,1,False
1354,2,False
1357,1,False
1360,1,False
1363,2,False
1365,2,False
1369,3,False
1370,1,False
1371,4,False
1372,1,False
1377,1,False
1383,1,False
1388,2,False
1391,1,False
1395,3,False
1397,1,False
1400,1,False
1409,1,False
1414,2,False
1417,1,False
1425,2,False
1433,1,False
1434,1,False
1438,1,False
1439,1,False
1445,1,False
1460,1,False
1466,1,False
1473,3,False
1476,1,False
1481,1,False
1482,1,False
1493,1,False
1494,1,False
1495,1,False
1498,4,False
1503,1,False
1504,1,False
1517,1,False
1519,1,False
1524,1,False
1530,2,False
1540,2,False
1541,1,False
1543,1,False
1546,2,False
1547,1,False
1554,1,False
1555,2,False
1558,1,False
1559,1,False
1564,1,False
1567,3,False
1568,1,False
1570,1,False
1573,1,False
1575,5,False
1576,2,False
1580,1,False
1587,1,False
1590,1,False
1596,1,False
1598,1,False
1601,1,False
1602,1,False
1615,1,False
1619,1,False
1620,1,False
1626,3,False
1627,1,False
1632,3,False
1634,1,False
1637,2,False
1638,1,False
1640,1,False
1643,1,False
1644,1,False
1650,2,False
1654,1,False
1656,1,False
1661,1,False
1663,1,False
1670,1,False
1677,4,False
1686,1,False
1691,1,False
1695,1,False
1711,1,False
1714,1,False
1721,2,False
1723,2,False
1725,4,False
1726,2,False
1727,1,False
1728,4,False
1731,1,False
1734,1,False
1741,1,False
1744,3,False
1751,2,False
1764,1,False
1769,1,False
1770,2,False
1773,2,False
1780,1,False
1783,1,False
1784,1,False
1791,2,False
1797,3,False
1804,1,False
1806,2,False
1807,2,False
1808,1,False
1814,2,False
1815,2,False
1825,1,False
1831,1,False
1833,1,False
1835,1,False
1837,2,False
1839,3,False
1844,1,False
1846,2,False
1850,1,False
1856,1,False
1859,2,False
1861,1,False
1866,2,False
1870,1,False
1879,1,False
1881,2,False
1882,3,False
1890,1,False
1894,1,False
1898,1,False
1900,1,False
1921,1,False
1923,3,False
1924,2,False
1925,1,False
1927,2,False
1929,3,False
1937,1,False
1939,7,False
1947,2,False
1948,1,False
1950,3,False
1957,2,False
1960,1,False
1963,1,False
1965,1,False
1974,2,False
1981,1,False
1982,1,False
1987,1,False
1988,1,False
1991,1,False
1999,1,False
2000,1,False
2001,2,False
2004,3,False
2007,1,False
2009,1,False
2014,1,False
2023,1,False
2025,2,False
2028,3,False
2029,1,False
2030,4,False
2031,1,False
2034,2,False
2039,1,False
2041,3,False
2043,2,False
2048,1,False
2049,1,False
2050,1,False
2054,1,False
2059,1,False
2066,2,False
2068,1,False
2070,3,False
2081,1,False
2087,2,False
2088,2,False
2089,1,False
2094,3,False
2095,1,False
2096,2,False
2097,3,False
2098,1,False
2100,3,False
2103,1,False
2105,3,False
2110,1,False
2111,1,False
2113,1,False
2121,2,False
2124,1,False
2125,1,False
2129,1,False
2131,1,False
2133,1,False
2135,1,False
2137,1,False
2138,1,False
2142,1,False
2148,2,False
2149,4,False
2150,1,False
2158,1,False
2159,1,False
2161,1,False
2162,1,False
2165,1,False
2168,1,False
2171,3,False
2172,1,False
2173,1,False
2177,1,False
2181,1,False
2185,1,False
2189,3,False
2191,1,False
2202,2,False
2209,2,False
2210,1,False
2211,1,False
2212,1,False
2214,1,False
2219,1,False
2230,1,False
2232,1,False
2234,4,False
2247,2,False
2249,1,False
2254,2,False
2255,5,False
2259,2,False
2261,1,False
2263,1,False
2264,1,False
2268,4,False
2284,3,False
2285,1,False
2288,3,False
2290,2,False
2292,2,False
2294,1,False
2296,1,False
2298,1,False
2302,2,False
2303,1,False
2313,1,False
2319,1,False
2326,1,False
2328,1,False
2329,2,False
2335,1,False
2345,3,False
2346,2,False
2357,1,False
2363,4,False
2371,1,False
2378,1,False
2379,2,False
2382,1,False
2385,1,False
2391,2,False
2396,1,False
2399,1,False
2401,1,False
2404,2,False
2409,1,False
2432,3,False
2437,3,False
2440,2,False
2448,1,False
2449,2,False
2455,1,False
2460,1,False
2461,1,False
2464,1,False
2468,10,False
2470,2,False
2478,2,False
2481,1,False
2489,1,False
2490,1,False
2491,1,False
2494,1,False
2498,1,False
2500,2,False
2505,1,False
2509,3,False
2513,1,False
2518,1,False
2521,1,False
2537,1,False
2540,1,False
2543,1,False
2545,2,False
2546,2,False
2548,1,False
2556,1,False
2557,1,False
2571,5,False
2572,1,False
2574,2,False
2578,2,False
2580,2,False
2592,1,False
2595,1,False
2600,2,False
2601,2,False
2610,1,False
2612,1,False
2613,1,False
2614,1,False
2625,2,False
2629,1,False
2633,1,False
2640,1,False
2654,2,False
2661,1,False
2664,1,False
2665,1,False
2671,2,False
2675,1,False
2676,1,False
2687,1,False
2689,2,False
2691,1,False
2698,1,False
2701,3,False
2705,1,False
2711,2,False
2722,1,False
2725,1,False
2729,1,False
2734,1,False
2735,1,False
2737,4,False
2743,3,False
2746,1,False
2747,3,False
2758,1,False
2760,1,False
2763,1,False
2764,1,False
2765,1,False
2773,1,False
2774,1,False
2776,1,False
2777,1,False
2779,3,False
2783,3,False
2787,1,False
2788,4,False
2794,1,False
2798,1,False
2811,1,False
2814,1,False
2816,1,False
2827,5,False
2832,2,False
2833,1,False
2834,1,False
2835,4,False
2836,1,False
2840,6,False
2841,1,False
2868,3,False
2872,1,False
2873,1,False
2874,1,False
2878,1,False
2883,2,False
2891,2,False
2892,1,False
2913,5,True
2915,1,False
2916,1,False
2917,1,False
2921,1,False
2922,2,False
2926,1,False
2936,1,False
2945,1,False
2946,1,False
2953,1,False
2964,1,False
2967,1,False
2989,1,False
2997,1,False
2998,2,False
3000,2,False
3004,2,False
3009,1,False
3011,1,False
3014,2,False
3015,1,False
3016,2,False
3021,1,False
3026,1,False
3030,1,False
3031,3,False
3040,1,False
3041,1,False
3042,1,False
3044,1,False
3052,1,False
3053,1,False
3061,1,False
3064,1,False
3065,1,False
3066,4,False
3068,1,False
3070,1,False
3081,1,False
3085,2,False
3086,2,False
3087,1,False
3089,3,False
3091,1,False
3093,2,False
3095,2,False
3112,3,False
3117,1,False
3118,2,False
3123,1,False
3128,3,False
3134,3,False
3137,2,False
3138,2,False
3149,1,False
3150,1,False
3161,1,False
3164,2,False
3166,2,False
3171,1,False
3172,1,False
3174,1,False
3175,1,False
3179,1,False
3181,2,False
3193,6,False
3195,2,False
3203,1,False
3205,1,False
3206,1,False
3210,3,False
3214,2,False
3216,2,False
3217,5,False
3218,5,False
3220,1,False
3224,1,False
3231,1,False
3235,1,False
3249,3,False
3262,1,False
3263,5,False
3264,1,False
3268,1,False
3269,1,False
3270,1,False
3271,1,False
3272,1,False
3274,2,False
3278,2,False
3283,2,False
3288,1,False
3289,2,False
3292,1,False
3308,1,False
3311,1,False
3332,1,False
3334,3,False
3338,1,False
3339,1,False
3343,1,False
3352,1,False
3353,1,False
3354,4,False
3357,2,False
3359,1,False
3360,2,False
3381,3,False
3384,5,False
3387,2,False
3391,1,False
3402,1,False
3405,8,False
3408,2,False
3413,1,False
3418,1,False
3420,3,False
3422,1,False
3429,6,False
3431,1,False
3435,1,False
3437,1,False
3441,1,False
3446,1,False
3449,2,False
3454,3,False
3458,1,False
3461,3,False
3463,2,False
3466,1,False
3469,2,False
3470,2,False
3471,1,False
3481,2,False
3487,1,False
3490,1,False
3491,1,False
3496,1,False
3499,1,False
3500,3,False
3512,2,False
3517,1,False
3520,2,False
3522,1,False
3525,2,False
3532,1,False
3535,1,False
3540,1,False
3543,1,False
3544,1,False
3562,1,False
3569,1,False
3572,6,False
3574,1,False
3577,1,False
3579,1,False
3580,1,False
3583,2,False
3597,2,False
3601,1,False
3602,1,False
3604,1,False
3607,4,False
3608,2,False
3610,1,False
3617,1,False
3623,4,False
3627,1,False
3629,1,False
3630,10,False
3633,2,False
3635,1,False
3636,1,False
3637,1,False
3647,3,False
3649,1,False
3651,2,False
3655,1,False
3660,1,False
3668,1,False
3676,2,False
3677,1,False
3680,1,False
3682,2,False
3683,1,False
3685,1,False
3690,1,False
3694,1,False
3696,1,False
3698,3,False
3704,1,False
3711,1,False
3717,3,False
3719,1,False
3723,1,False
3727,1,False
3731,1,False
3733,1,False
3734,1,False
3736,1,False
3737,1,False
3746,1,False
3749,1,False
3750,1,False
3754,1,False
3755,1,False
3758,1,False
3772,1,False
3774,1,False
3777,2,False
3785,2,False
3786,1,False
3787,2,False
3788,1,False
3790,2,False
3797,2,False
3800,1,False
3802,1,False
3806,1,False
3812,1,False
3823,1,False
3826,4,False
3828,1,False
3831,1,False
3849,1,False
3855,3,False
3862,2,False
3864,1,False
3870,1,False
3874,1,False
3875,1,False
3879,1,False
3892,9,False
3893,3,False
3895,3,False
3896,1,False
3900,2,False
3904,1,False
3907,1,False
3908,1,False
3916,1,False
3917,3,False
3923,2,False
3932,1,False
3936,1,False
3940,4,False
3957,1,False
3959,1,False
3966,1,False
3967,2,False
3969,1,False
3970,1,False
3971,1,False
3974,1,False
3976,1,False
3979,1,False
3984,2,False
3989,1,False
3992,2,False
3994,1,False
3997,1,False
3998,1,False
3999,1,False
4000,3,False
4006,5,False
4007,1,False
4008,2,False
4013,2,False
4023,2,False
4024,1,False
4031,1,False
4034,1,False
4035,1,False
4041,3,False
4047,1,False
4048,2,False
4053,1,False
4055,1,False
4057,1,False
4058,1,False
4061,1,False
4062,1,False
4075,1,False
4078,2,False
4079,2,False
4081,1,False
4082,1,False
4085,1,False
4086,1,False
4089,2,False
4091,1,False
4097,1,False
4099,1,False
4100,1,False
4104,2,False
4106,5,False
4109,1,False
4117,3,False
4123,1,False
4138,1,False
4140,1,False
4141,2,False
4142,1,False
4146,2,False
4151,1,False
4156,1,False
4157,2,False
4162,3,False
4165,1,False
4167,4,False
4173,1,False
4177,1,False
4181,4,False
4182,1,False
4193,1,False
4200,2,False
4214,1,False
4220,1,False
4221,1,False
4224,4,False
4225,1,False
4227,1,False
4229,1,False
4231,1,False
4234,1,False
4241,2,False
4243,1,False
4255,1,False
4256,1,False
4261,2,False
4262,1,False
4267,1,False
4269,2,False
4272,1,False
4274,3,False
4280,1,False
4286,1,False
4289,1,False
4290,1,False
4293,1,False
4298,1,False
4304,3,False
4306,4,False
4308,1,False
4312,1,False
4313,1,False
4314,1,False
4316,1,False
4332,3,False
4337,3,False
4340,1,False
4348,1,False
4353,1,False
4354,1,False
4358,3,False
4366,2,False
4367,2,False
4368,2,False
4370,2,False
4378,3,False
4383,1,False
4390,1,False
4392,1,False
4393,2,False
4398,4,False
4400,1,False
4401,1,False
4402,2,False
4405,2,False
4407,1,False
4408,1,False
4412,1,False
4415,1,False
4423,1,False
4431,1,False
4432,5,False
4433,1,False
4434,1,False
4441,2,False
4446,3,False
4450,1,False
4451,2,False
4456,1,False
4458,1,False
4462,1,False
4467,4,False
4469,3,False
4472,10,False
4477,1,False
4478,1,False
4481,3,False
4486,1,False
4489,2,False
4491,3,False
4502,1,False
4504,2,False
4505,1,False
4510,3,False
4512,1,False
4515,1,False
4518,2,False
4519,3,False
4523,1,False
4525,1,False
4530,3,False
4531,1,False
4534,1,False
4535,1,False
4540,2,False
4547,1,False
4551,1,False
4556,2,False
4557,1,False
4559,1,False
4560,1,False
4561,2,False
4572,2,False
4586,1,False
4588,1,False
4591,1,False
4592,1,False
4593,1,False
4594,4,False
4598,1,False
4599,1,False
4607,1,False
4613,1,False
4616,4,False
4617,2,False
4619,1,False
4623,1,False
4627,2,False
4630,1,False
4632,2,False
4643,2,False
4649,3,False
4655,1,False
4656,1,False
4662,1,False
4666,3,False
4670,1,False
4671,1,False
4673,1,False
4677,3,False
4681,1,False
4682,1,False
4685,1,False
4686,1,False
4695,1,False
4696,5,False
4701,1,False
4702,3,False
4704,1,False
4712,1,False
4717,1,False
4724,3,False
4732,2,False
4735,3,False
4743,1,False
4746,1,False
4754,1,False
4756,3,False
4764,1,False
4767,4,False
4771,6,False
4773,1,False
4776,1,False
4780,1,False
4784,1,False
4790,1,False
4797,1,False
4800,2,False
4803,3,False
4805,3,False
4808,1,False
4826,1,False
4831,2,False
4838,2,False
4843,2,False
4861,1,False
4865,3,False
4869,1,False
4873,1,False
4874,3,False
4878,1,False
4881,1,False
4892,2,False
4893,3,False
4899,1,False
4901,2,False
4902,1,False
4905,1,False
4909,1,False
4920,1,False
4921,2,False
4922,1,False
4928,1,False
4931,1,False
4935,1,False
4938,1,False
4939,1,False
4945,2,False
4948,2,False
4955,1,False
4960,1,False
4961,1,False
4963,4,False
4967,1,False
4971,2,False
4975,1,False
4983,2,False
4984,2,True
4988,3,False
4989,1,False
4993,1,False
4996,9,False
5022,1,False
5025,1,False
5033,2,False
5034,2,False
5038,2,False
5040,1,False
5044,1,False
5052,3,False
5056,1,False
5059,2,False
5060,1,False
5062,1,False
5064,2,False
5065,1,False
5067,1,False
5070,1,False
5075,1,False
5077,1,False
5081,4,False
5084,1,False
5086,2,False
5090,1,False
5098,2,False
5099,1,False
5101,2,False
5108,1,False
5113,1,False
5119,1,False
5121,2,False
5128,2,False
5130,1,False
5137,2,False
5140,1,False
5141,2,False
5144,1,False
5147,1,False
5149,1,False
5155,2,False
5170,2,False
5172,1,False
5173,1,False
5188,1,False
5192,1,False
5194,2,False
5196,1,False
5197,1,False
5204,1,False
5206,1,False
5209,1,False
5210,2,False
5214,1,False
5215,1,False
5219,1,False
5221,3,False
5225,2,False
5232,2,False
5240,1,False
5264,3,False
5267,1,False
5269,2,False
5271,1,False
5274,2,False
5280,1,False
5290,2,False
5302,2,False
5306,1,False
5308,2,False
5309,2,False
5310,2,False
5311,1,False
5312,2,False
5315,3,False
5319,1,False
5324,1,False
5330,1,False
5334,1,False
5336,1,False
5337,2,False
5341,1,False
5346,1,False
5347,2,False
5349,1,False
5350,1,False
5355,2,False
5356,1,False
5357,1,False
5363,1,False
5366,1,False
5368,2,False
5370,2,False
5371,1,False
5373,1,False
5374,1,False
5378,2,False
5388,1,False
5390,2,False
5394,1,False
5395,4,False
5396,1,False
5398,2,False
5402,1,False
5405,1,False
5414,1,False
5419,1,False
5421,1,False
5435,2,False
5445,3,False
5448,2,False
5453,1,False
5459,1,False
5461,5,False
5462,1,False
5464,2,False
5472,2,False
5479,1,False
5481,1,False
5483,1,False
5485,1,False
5490,2,False
5496,1,False
5497,3,False
5500,1,False
5504,4,False
5505,3,False
5511,3,False
5517,2,False
5522,1,False
5523,3,False
5524,1,False
5526,1,False
5528,1,False
5531,2,False
5533,1,False
5539,5,False
5541,2,False
5544,1,False
5547,3,False
5551,2,False
5554,1,False
5566,1,False
5570,3,False
5571,1,False
5580,1,False
5581,1,False
5591,1,False
5597,2,False
5599,1,False
5600,1,False
5605,1,False
5606,1,False
5619,2,False
5626,1,False
5627,3,False
5630,1,False
5631,2,False
5632,1,False
5634,2,False
5637,1,False
5649,1,False
5656,4,False
5662,8,False
5665,1,False
5675,1,False
5680,1,False
5687,5,False
5688,1,False
5690,2,False
5692,1,False
5702,1,False
5705,1,False
5709,1,False
5710,2,False
5712,1,False
5730,2,False
5732,1,False
5733,1,False
5734,1,False
5745,2,False
5751,1,False
5755,1,False
5769,1,False
5780,1,False
5784,3,False
5786,1,False
5791,4,False
5801,2,False
5810,1,False
5818,2,False
5819,1,False
5821,1,False
5822,1,False
5827,1,False
5828,3,False
5838,1,False
5840,1,False
5841,1,False
5843,1,False
5845,2,False
5846,3,False
5848,2,False
5851,1,False
5855,2,False
5860,1,False
5863,1,False
5866,2,False
5867,1,False
5872,3,False
5876,2,False
5878,1,False
5882,1,False
5883,1,False
5884,3,False
5886,1,False
5889,1,False
5890,3,False
5893,2,False
5908,1,False
5912,1,False
5914,1,False
5919,3,False
5921,1,False
5925,2,False
5933,1,False
5936,3,False
5939,1,False
5948,1,False
5955,1,False
5957,1,False
5959,1,False
5964,3,False
5966,1,False
5976,1,False
5980,1,False
5985,2,False
5987,1,False
5990,1,False
5991,1,False
5992,1,False
5994,3,False
5999,2,False
6000,2,False
6004,1,False
6005,1,False
6006,1,False
6007,3,False
6011,1,False
6013,1,False
6016,1,False
6021,2,False
6022,3,False
6029,4,False
6031,2,False
6035,1,False
6038,1,False
6039,1,False
6040,1,False
6043,1,False
6046,3,False
6049,5,False
6052,1,False
6059,1,False
6060,1,False
6062,2,False
6069,1,False
6070,1,False
6074,1,False
6076,1,False
6081,2,False
6085,2,False
6089,2,False
6091,1,False
6095,1,False
6100,1,False
6101,2,False
6111,2,False
6112,1,False
6115,1,False
6116,2,False
6117,3,False
6118,1,False
6125,1,False
6131,1,False
6132,1,False
6133,1,False
6135,3,False
6137,2,False
6145,1,False
6149,1,False
6150,1,False
6156,1,False
6159,1,False
6161,1,False
6167,2,False
6169,1,False
6172,2,False
6176,1,False
6179,1,False
6187,1,False
6188,1,False
6189,1,False
6199,1,False
6200,2,False
6202,2,False
6205,1,False
6207,1,False
6210,1,False
6212,1,False
6216,1,False
6220,3,False
6221,4,False
6225,1,False
6231,1,False
6234,2,False
6238,1,False
6241,2,False
6242,2,False
6249,1,False
6253,1,False
6260,1,False
6261,2,False
6262,1,False
6268,2,False
6269,2,False
6271,1,False
6272,1,False
6273,2,False
6278,1,False
6286,1,False
6288,3,False
6292,1,False
6297,2,False
6301,2,False
6307,1,False
6320,1,False
6321,4,False
6323,2,False
6335,1,False
6336,1,False
6345,3,False
6352,1,False
6354,2,False
6355,1,False
6356,1,False
6358,4,False
6363,4,False
6365,2,False
6366,2,False
6367,1,False
6372,1,False
6373,3,False
6375,2,False
6387,1,False
6389,1,False
6402,3,False
6404,1,False
6412,1,False
6421,1,False
6426,1,False
6427,5,False
6432,2,False
6438,3,False
6451,3,False
6459,1,False
6465,1,False
6468,1,False
6470,1,False
6482,2,False
6491,1,False
6492,1,False
6494,2,False
6499,2,False
6500,1,False
6510,4,False
6514,5,True
6518,1,False
6519,1,False
6522,1,False
6523,2,False
6525,4,False
6530,1,False
6533,1,False
6535,2,False
6537,1,False
6538,1,False
6542,3,False
6543,1,False
6554,3,False
6557,1,False
6558,1,False
6565,1,False
6567,1,False
6575,3,False
6576,1,False
6582,1,False
6584,5,False
6586,1,False
6589,2,False
6591,1,False
6594,2,False
6598,1,False
6603,1,False
6617,3,False
6624,1,False
6626,1,False
6627,1,False
6630,3,False
6631,2,False
6632,1,False
6633,4,False
6634,2,False
6637,2,False
6639,6,False
6644,1,True
6645,1,False
6647,2,False
6652,2,False
6655,1,False
6661,1,False
6662,1,False
6664,1,False
6667,1,False
6669,1,False
6674,1,False
6679,2,False
6680,1,False
6682,1,False
6687,1,False
6689,2,False
6698,2,False
6699,2,False
6703,1,False
6709,5,False
6719,2,False
6723,2,False
6726,1,False
6731,3,False
6734,1,False
6735,1,False
6736,2,False
6737,2,False
6740,2,False
6744,1,False
6750,1,False
6753,2,False
6755,1,False
6760,1,False
6772,2,False
6774,1,False
6777,1,False
6780,2,False
6794,3,False
6798,1,False
6799,1,False
6804,1,False
6805,1,False
6806,1,False
6808,3,False
6810,1,False
6811,1,False
6812,3,False
6818,3,False
6831,1,False
6840,1,False
6844,1,False
6846,2,False
6847,5,False
6851,4,False
6852,1,False
6857,1,False
6873,4,False
6874,1,False
6882,2,False
6887,4,False
6892,1,False
6897,2,False
6901,1,False
6904,4,False
6908,1,False
6909,1,False
6912,1,False
6919,1,False
6921,1,False
6924,3,False
6926,1,False
6930,2,False
6935,1,False
6942,2,False
6944,2,False
6945,1,False
6946,2,False
6950,5,False
6951,1,False
6952,1,False
6958,1,False
6959,5,False
6961,1,False
6965,1,False
6967,1,False
6976,6,False
6988,2,False
6993,3,False
6997,3,False
6998,1,False
7000,1,False
7005,1,False
7006,2,False
7007,1,False
7015,1,False
7018,1,False
7021,1,False
7023,1,False
7027,1,False
7028,2,False
7032,1,False
7046,2,False
7047,2,False
7051,2,False
7058,1,False
7062,2,False
7068,2,False
7071,2,False
7072,1,False
7073,1,False
7074,1,False
7079,1,False
7080,1,False
7093,6,False
7094,3,False
7103,1,False
7104,1,False
7107,6,False
7108,4,True
7111,1,False
7114,4,False
7116,1,False
7118,2,False
7122,3,False
7125,1,False
7126,3,False
7135,1,False
7137,1,False
7145,1,False
7146,4,False
7149,1,False
7151,1,False
7155,1,False
7156,1,False
7161,1,False
7170,2,False
7172,1,False
7173,1,False
7174,1,False
7176,2,False
7179,4,False
7180,6,False
7184,4,False
7186,2,False
7192,1,False
7200,1,False
7204,1,False
7209,1,False
7217,1,False
7224,1,False
7245,3,False
7251,1,False
7255,2,False
7261,1,False
7265,1,False
7275,1,False
7286,2,False
7290,2,False
7302,1,False
7307,2,False
7312,1,False
7313,1,False
7323,1,False
7327,1,False
7335,1,False
7339,3,False
7343,1,False
7347,1,False
7351,1,False
7353,1,False
7354,1,False
7359,1,False
7365,1,False
7373,1,False
7377,1,False
7382,1,False
7393,1,False
7409,2,False
7428,2,False
7432,5,False
7434,1,False
7436,1,False
7440,2,False
7444,3,False
7453,1,False
7456,1,False
7457,2,False
7458,2,False
7464,1,False
7466,3,False
7472,1,False
7475,1,False
7480,1,False
7483,1,False
7485,3,False
7487,1,False
7488,1,False
7495,1,False
7497,3,False
7504,2,False
7515,2,False
7518,1,False
7521,1,False
7523,1,False
7524,5,False
7529,1,False
7531,1,False
7534,7,False
7538,1,False
7539,1,False
7543,1,False
7544,1,False
7547,2,False
7549,1,False
7555,1,False
7577,1,False
7578,3,False
7579,1,False
7585,1,False
7599,4,False
7608,1,False
7610,2,False
7612,3,False
7618,1,False
7623,2,False
7624,1,False
7625,2,False
7629,1,False
7633,1,False
7634,3,False
7635,1,False
7645,1,False
7653,1,False
7655,2,False
7664,1,False
7665,1,False
7679,2,False
7685,3,False
7700,1,False
7705,3,False
7709,1,False
7718,1,False
7722,1,False
7724,1,False
7730,6,False
7731,1,False
7733,2,False
7736,1,False
7745,2,False
7763,1,False
7766,4,False
7767,2,False
7774,1,False
7775,1,False
7779,1,False
7780,1,False
7783,1,False
7787,2,False
7797,2,False
7801,1,False
7807,2,False
7809,1,False
7811,1,False
7812,1,False
7814,1,False
7819,2,False
7826,2,False
7840,2,False
7841,2,False
7843,1,False
7848,1,False
7850,1,False
7852,2,False
7853,3,False
7854,1,False
7857,1,False
7861,1,False
7862,1,False
7867,2,False
7875,2,False
7880,1,False
7886,2,False
7896,3,False
7900,3,False
7904,1,False
7905,1,False
7907,1,False
7910,1,False
7911,2,False
7915,3,False
7916,1,False
7918,1,False
7920,1,False
7921,3,False
7924,1,False
7935,2,False
7938,3,False
7941,1,False
7945,1,False
7948,1,False
7954,1,False
7955,1,False
7956,1,False
7958,1,False
7960,1,False
7965,1,False
7966,2,False
7968,2,False
7969,4,False
7972,1,False
7974,2,False
7978,1,False
7987,3,False
7997,2,False
7999,1,False
8004,3,False
8008,1,False
8009,1,False
8015,1,False
8016,1,False
8017,3,False
8018,1,False
8024,1,False
8026,2,False
8027,2,False
8034,1,False
8036,1,False
8037,1,False
8044,1,False
8049,1,False
8052,4,False
8055,3,False
8058,1,False
8059,1,False
8060,3,False
8085,1,False
8087,1,False
8088,1,False
8092,1,False
8095,1,False
8098,1,False
8101,1,False
8102,2,False
8108,1,False
8112,1,False
8126,2,False
8128,1,False
8130,2,False
8133,2,False
8149,1,False
8159,1,False
8161,1,False
8165,2,False
8174,1,False
8175,1,False
8177,1,False
8187,2,False
8188,1,False
8194,1,False
8196,1,False
8197,2,False
8199,1,False
8205,2,False
8206,2,False
8208,1,False
8212,2,False
8226,2,False
8228,1,False
8233,2,False
8237,2,False
8239,2,False
8240,1,False
8241,1,False
8242,2,False
8245,1,False
8246,1,False
